2025-09-07 10:40:48,23.51635310857091,57.374994357109806,972.1954766788267,1,2,2
2025-09-07 10:41:48,23.56164105134667,57.241486942614,972.2094031068015,2,3,3
2025-09-07 10:42:48,23.59686502313707,57.507151303361944,972.3219091840953,2,3,3
2025-09-07 10:43:48,23.415713320137,55.926211866091705,972.2947449725809,2,3,3
2025-09-07 10:44:48,23.496225141570903,55.47629143198095,972.2210545870895,2,3,3
2025-09-07 10:45:48,23.5515770620259,56.04233232085136,972.193599991052,2,3,3
2025-09-07 10:46:51,23.56667304644361,55.137544100020996,972.2173047074239,1,2,2
2025-09-07 10:48:03,23.627057010307908,55.42164126282456,972.1405353506386,3,6,6
2025-09-07 10:49:04,23.586801029741764,54.91473686924792,972.1917181618436,3,6,6
2025-09-07 10:50:04,23.657249007956125,55.38731286143057,972.1879390757468,3,6,6
2025-09-07 10:51:04,23.667313009500504,55.30530596558931,972.1751402680995,2,5,5
2025-09-07 10:52:04,23.68744101608172,55.411783278438136,972.0923379379877,2,4,4
2025-09-07 10:53:04,23.7327290479152,54.37211526188404,972.1348330838257,2,4,4
2025-09-07 10:54:07,23.767953088972718,53.72003742374556,972.132922037717,3,5,5
2025-09-07 10:54:56,23.77801710332278,54.04394857808845,972.1487209679325,2,4,4
2025-09-07 10:55:57,23.79814513551537,54.64465660698949,972.0945004968459,3,5,5
2025-09-07 10:56:57,23.813241162715713,54.93337802036654,972.0895904262451,3,5,5
2025-09-07 10:57:57,23.863561272301013,53.71090800832296,972.0541425014796,3,5,5
2025-09-07 10:58:57,23.89375335202203,54.18847788699848,972.1015314974632,2,4,4
2025-09-07 10:59:57,23.89375335202203,53.38799203480691,972.1015314974632,2,4,4
2025-09-07 11:00:59,23.908849395811558,53.470811790698306,972.096615107265,1,4,4
2025-09-07 11:02:02,23.934009474614868,53.795261623504686,972.0502687324702,2,5,5
2025-09-07 11:42:09,24.482501000748016,50.83280968363681,971.8230328725645,3,5,5
2025-09-07 11:43:09,24.50766124544316,50.744845843865036,971.9197682564644,3,5,5
2025-09-07 11:44:09,24.55294970422983,50.769380579264535,971.8762368598466,3,5,5
2025-09-07 11:45:09,24.54288560023997,50.52137390536874,971.8318137861145,1,4,4
2025-09-07 11:46:09,24.502629195922054,50.50876339556036,971.8259612665682,1,4,4
2025-09-07 11:47:09,24.502629195922054,50.69164815739269,971.854599505481,1,4,4
2025-09-07 11:48:12,24.522757395752706,50.762856171216335,971.8002490982252,2,5,5
2025-09-07 11:51:24,24.663654924952425,49.04213612236276,971.7347548891502,3,4,5
2025-09-07 11:52:24,24.633462578058243,49.466686796210894,971.7733506271007,3,4,5
2025-09-07 11:53:24,24.643526692525484,49.756116739278355,971.7891308314288,3,4,4
2025-09-07 11:54:24,24.678751102328533,49.43797085727678,971.7297773830333,2,3,3
2025-09-07 11:55:24,24.68378316203598,49.67420842861712,971.7090203359065,2,3,3
2025-09-07 11:56:24,24.703911403776146,49.86349002899326,971.769224624889,2,3,3
